order_details_id,order_id,order_date,order_time,item_id,Payment Method,Platform,Branch,Quantity,Order Status
691,307,09-09-2024,10:35:36 AM,104,cash,Swiggy,Gachibowli,1,complete
692,308,05-11-2024,10:34:44 PM,106,online,Zomato,Banjara Hills,2,complete
693,308,05-11-2024,10:34:44 PM,112,online,Zomato,Banjara Hills,1,complete
694,309,01-10-2024,08:25:37 PM,132,online,Swiggy,Banjara Hills,3,complete
695,310,13-04-2024,08:47:30 PM,123,online,Swiggy,Banjara Hills,1,complete
696,311,19-07-2025,01:48:42 PM,106,online,Swiggy,Gachibowli,1,complete
697,311,19-07-2025,01:48:42 PM,107,online,Swiggy,Gachibowli,2,complete
698,312,13-12-2025,10:06:17 AM,101,online,Zomato,Banjara Hills,1,complete
699,312,13-12-2025,10:06:17 AM,123,online,Zomato,Banjara Hills,4,complete
700,313,16-12-2025,10:18:05 PM,118,cash,Swiggy,Banjara Hills,2,complete
701,314,06-10-2024,02:36:15 PM,118,online,Swiggy,Mehdipatnam,2,cancelled
702,314,06-10-2024,02:36:15 PM,109,online,Swiggy,Mehdipatnam,2,cancelled
703,315,18-11-2025,09:22:31 AM,104,online,Swiggy,Banjara Hills,2,complete
704,315,18-11-2025,09:22:31 AM,102,online,Swiggy,Banjara Hills,1,complete
705,316,21-04-2024,01:08:25 AM,127,online,local,Attapur,2,complete
706,317,15-02-2025,05:45:30 PM,122,online,Swiggy,Gachibowli,1,complete
707,317,15-02-2025,05:45:30 PM,107,online,Swiggy,Gachibowli,1,complete
708,318,16-01-2025,10:33:13 PM,123,cash,local,Attapur,2,complete
709,318,16-01-2025,10:33:13 PM,129,cash,local,Attapur,1,complete
710,318,16-01-2025,10:33:13 PM,132,cash,local,Attapur,1,complete
711,319,03-03-2025,10:38:36 AM,120,online,local,Gachibowli,1,complete
712,320,14-09-2025,04:34:59 PM,129,online,Zomato,Mehdipatnam,2,complete
713,320,14-09-2025,04:34:59 PM,111,online,Zomato,Mehdipatnam,3,complete
714,320,14-09-2025,04:34:59 PM,130,online,Zomato,Mehdipatnam,1,complete
715,320,14-09-2025,04:34:59 PM,132,online,Zomato,Mehdipatnam,1,complete
716,320,14-09-2025,04:34:59 PM,117,online,Zomato,Mehdipatnam,3,complete
717,321,05-11-2025,05:13:06 PM,132,cash,local,Attapur,1,complete
718,321,05-11-2025,05:13:06 PM,121,cash,local,Attapur,2,complete
719,321,05-11-2025,05:13:06 PM,129,cash,local,Attapur,2,complete
720,321,05-11-2025,05:13:06 PM,106,cash,local,Attapur,1,complete
721,322,06-04-2024,07:09:18 AM,118,online,Swiggy,Mehdipatnam,3,cancelled
722,322,06-04-2024,07:09:18 AM,128,online,Swiggy,Mehdipatnam,1,cancelled
723,323,27-04-2024,07:11:26 PM,108,online,local,Charminar,1,complete
724,324,19-09-2025,02:45:38 PM,118,online,local,Mehdipatnam,2,complete
725,324,19-09-2025,02:45:38 PM,124,online,local,Mehdipatnam,2,complete
726,325,28-05-2025,09:23:01 PM,122,cash,local,Mehdipatnam,1,complete
727,325,28-05-2025,09:23:01 PM,118,cash,local,Mehdipatnam,1,complete
728,325,28-05-2025,09:23:01 PM,121,cash,local,Mehdipatnam,2,complete
729,325,28-05-2025,09:23:01 PM,127,cash,local,Mehdipatnam,1,complete
730,326,13-05-2025,01:06:03 PM,123,cash,local,Charminar,2,complete
731,326,13-05-2025,01:06:03 PM,122,cash,local,Charminar,1,complete
732,326,13-05-2025,01:06:03 PM,107,cash,local,Charminar,1,complete
733,327,14-03-2025,10:33:51 AM,122,online,Zomato,Banjara Hills,3,complete
734,327,14-03-2025,10:33:51 AM,103,online,Zomato,Banjara Hills,1,complete
735,327,14-03-2025,10:33:51 AM,104,online,Zomato,Banjara Hills,3,complete
736,328,22-06-2025,03:54:54 PM,131,online,Swiggy,Mehdipatnam,4,complete
737,328,22-06-2025,03:54:54 PM,122,online,Swiggy,Mehdipatnam,2,complete
738,329,14-04-2025,08:51:21 PM,128,cash,local,Mehdipatnam,2,complete
739,329,14-04-2025,08:51:21 PM,126,cash,local,Mehdipatnam,1,complete
740,330,11-12-2025,09:35:53 PM,129,online,Zomato,Banjara Hills,2,complete
741,331,09-11-2024,02:12:18 PM,119,cash,local,Gachibowli,1,complete
742,331,09-11-2024,02:12:18 PM,106,cash,local,Gachibowli,1,complete
743,331,09-11-2024,02:12:18 PM,107,cash,local,Gachibowli,1,complete
744,332,13-11-2025,03:30:20 PM,107,cash,local,Mehdipatnam,1,complete
745,333,01-04-2025,12:24:14 PM,119,online,Swiggy,Mehdipatnam,4,complete
746,333,01-04-2025,12:24:14 PM,128,online,Swiggy,Mehdipatnam,1,complete
747,333,01-04-2025,12:24:14 PM,125,online,Swiggy,Mehdipatnam,1,complete
748,334,11-10-2025,09:31:29 AM,118,cash,local,Gachibowli,2,complete
749,334,11-10-2025,09:31:29 AM,121,cash,local,Gachibowli,1,complete
750,334,11-10-2025,09:31:29 AM,120,cash,local,Gachibowli,1,complete
751,334,11-10-2025,09:31:29 AM,101,cash,local,Gachibowli,1,complete
752,335,11-12-2024,12:09:16 PM,106,cash,local,Banjara Hills,1,complete
753,336,24-06-2025,01:24:30 AM,112,cash,local,Mehdipatnam,1,complete
754,336,24-06-2025,01:24:30 AM,112,cash,local,Mehdipatnam,1,complete
755,337,29-10-2024,09:27:10 PM,117,online,Zomato,Banjara Hills,1,complete
756,338,19-08-2024,07:46:48 PM,111,online,Swiggy,Banjara Hills,1,complete
757,338,19-08-2024,07:46:48 PM,128,online,Swiggy,Banjara Hills,1,complete
758,338,19-08-2024,07:46:48 PM,131,online,Swiggy,Banjara Hills,2,complete
759,339,21-12-2024,04:11:32 PM,128,online,Zomato,Banjara Hills,3,complete
760,340,31-01-2024,12:21:27 PM,114,cash,local,Mehdipatnam,2,complete
761,340,31-01-2024,12:21:27 PM,111,cash,local,Mehdipatnam,5,complete
762,340,31-01-2024,12:21:27 PM,113,cash,local,Mehdipatnam,2,complete
763,340,31-01-2024,12:21:27 PM,117,cash,local,Mehdipatnam,3,complete
764,340,31-01-2024,12:21:27 PM,113,cash,local,Mehdipatnam,1,complete
765,341,23-11-2024,07:28:44 AM,128,online,Swiggy,Charminar,3,complete
766,342,23-11-2025,10:01:05 AM,104,cash,local,Mehdipatnam,1,complete
767,342,23-11-2025,10:01:05 AM,128,cash,local,Mehdipatnam,1,complete
768,342,23-11-2025,10:01:05 AM,118,cash,local,Mehdipatnam,1,complete
769,342,23-11-2025,10:01:05 AM,102,cash,local,Mehdipatnam,1,complete
770,342,23-11-2025,10:01:05 AM,102,cash,local,Mehdipatnam,2,complete
771,343,03-05-2024,03:19:43 PM,130,online,Swiggy,Banjara Hills,1,complete
772,343,03-05-2024,03:19:43 PM,107,online,Swiggy,Banjara Hills,2,complete
773,343,03-05-2024,03:19:43 PM,126,online,Swiggy,Banjara Hills,2,complete
774,344,12-12-2024,03:19:10 PM,106,online,Swiggy,Charminar,3,complete
775,344,12-12-2024,03:19:10 PM,115,online,Swiggy,Charminar,1,complete
776,345,10-05-2024,12:27:22 PM,128,online,Swiggy,Gachibowli,4,refunded
777,345,10-05-2024,12:27:22 PM,127,online,Swiggy,Gachibowli,3,refunded
778,345,10-05-2024,12:27:22 PM,111,online,Swiggy,Gachibowli,3,refunded
779,346,13-05-2025,06:01:30 PM,107,online,Zomato,Gachibowli,3,complete
780,346,13-05-2025,06:01:30 PM,131,online,Zomato,Gachibowli,1,complete
781,346,13-05-2025,06:01:30 PM,128,online,Zomato,Gachibowli,2,complete
782,347,06-02-2025,08:30:31 PM,106,cash,local,Mehdipatnam,2,complete
783,347,06-02-2025,08:30:31 PM,112,cash,local,Mehdipatnam,2,complete
784,347,06-02-2025,08:30:31 PM,121,cash,local,Mehdipatnam,2,complete
785,347,06-02-2025,08:30:31 PM,112,cash,local,Mehdipatnam,3,complete
786,347,06-02-2025,08:30:31 PM,106,cash,local,Mehdipatnam,3,complete
787,348,11-05-2025,10:15:06 PM,114,online,Swiggy,Charminar,1,complete
788,349,24-09-2024,07:18:54 AM,101,online,Zomato,Gachibowli,4,complete
789,349,24-09-2024,07:18:54 AM,102,online,Zomato,Gachibowli,2,complete
790,350,07-03-2025,08:45:42 AM,101,cash,local,Mehdipatnam,2,complete
791,351,18-05-2024,02:28:08 PM,128,online,Zomato,Charminar,1,complete
792,351,18-05-2024,02:28:08 PM,112,online,Zomato,Charminar,1,complete
793,352,22-02-2025,07:56:43 AM,129,online,Zomato,Mehdipatnam,1,complete
794,353,17-07-2025,08:17:42 AM,104,cash,local,Mehdipatnam,2,complete
795,353,17-07-2025,08:17:42 AM,123,cash,local,Mehdipatnam,2,complete
796,354,15-11-2025,07:33:12 AM,123,online,local,Mehdipatnam,2,refunded
797,354,15-11-2025,07:33:12 AM,102,online,local,Mehdipatnam,3,refunded
798,355,12-10-2024,10:44:13 PM,130,online,local,Banjara Hills,1,complete
799,355,12-10-2024,10:44:13 PM,127,online,local,Banjara Hills,2,complete
800,356,19-01-2025,12:22:47 PM,108,online,local,Charminar,2,complete
801,356,19-01-2025,12:22:47 PM,116,online,local,Charminar,1,complete
802,357,24-10-2024,12:08:26 AM,106,online,Swiggy,Gachibowli,3,complete
803,357,24-10-2024,12:08:26 AM,117,online,Swiggy,Gachibowli,3,complete
804,357,24-10-2024,12:08:26 AM,123,online,Swiggy,Gachibowli,2,complete
805,358,04-01-2025,03:46:09 PM,109,online,local,Mehdipatnam,2,refunded
806,358,04-01-2025,03:46:09 PM,132,online,local,Mehdipatnam,1,refunded
807,358,04-01-2025,03:46:09 PM,114,online,local,Mehdipatnam,1,refunded
808,359,16-12-2025,07:31:41 PM,107,online,Swiggy,Attapur,2,complete
809,359,16-12-2025,07:31:41 PM,112,online,Swiggy,Attapur,1,complete
810,360,23-06-2025,09:27:38 PM,122,cash,local,Banjara Hills,1,complete
811,360,23-06-2025,09:27:38 PM,119,cash,local,Banjara Hills,1,complete
812,361,15-07-2025,01:58:39 AM,108,online,local,Gachibowli,1,complete
813,361,15-07-2025,01:58:39 AM,128,online,local,Gachibowli,3,complete
814,361,15-07-2025,01:58:39 AM,114,online,local,Gachibowli,5,complete
815,361,15-07-2025,01:58:39 AM,128,online,local,Gachibowli,3,complete
816,361,15-07-2025,01:58:39 AM,123,online,local,Gachibowli,5,complete
817,362,29-09-2025,03:39:29 PM,112,online,Swiggy,Banjara Hills,3,complete
818,363,20-02-2025,08:42:40 PM,129,cash,Swiggy,Mehdipatnam,3,complete
819,364,05-03-2024,12:36:49 PM,110,online,local,Gachibowli,2,complete
820,365,13-06-2025,03:42:04 PM,106,online,Zomato,Attapur,1,complete
821,365,13-06-2025,03:42:04 PM,106,online,Zomato,Attapur,1,complete
822,365,13-06-2025,03:42:04 PM,128,online,Zomato,Attapur,1,complete
823,366,20-10-2024,10:51:02 PM,117,online,Zomato,Mehdipatnam,2,refunded
824,366,20-10-2024,10:51:02 PM,121,online,Zomato,Mehdipatnam,1,refunded
825,367,03-10-2025,12:47:54 PM,115,online,Swiggy,Gachibowli,1,complete
826,367,03-10-2025,12:47:54 PM,118,online,Swiggy,Gachibowli,2,complete
827,367,03-10-2025,12:47:54 PM,106,online,Swiggy,Gachibowli,4,complete
828,368,11-09-2025,09:46:22 PM,118,online,Zomato,Banjara Hills,4,complete
829,368,11-09-2025,09:46:22 PM,123,online,Zomato,Banjara Hills,2,complete
830,368,11-09-2025,09:46:22 PM,130,online,Zomato,Banjara Hills,3,complete
831,369,17-11-2025,07:50:39 AM,120,online,Zomato,Charminar,2,complete
832,370,27-05-2025,03:57:29 PM,113,cash,local,Gachibowli,1,complete
833,370,27-05-2025,03:57:29 PM,109,cash,local,Gachibowli,1,complete
834,370,27-05-2025,03:57:29 PM,120,cash,local,Gachibowli,1,complete
835,370,27-05-2025,03:57:29 PM,115,cash,local,Gachibowli,3,complete
836,371,05-01-2025,02:18:31 PM,115,online,Swiggy,Gachibowli,2,complete
837,371,05-01-2025,02:18:31 PM,107,online,Swiggy,Gachibowli,2,complete
838,371,05-01-2025,02:18:31 PM,115,online,Swiggy,Gachibowli,1,complete
839,372,19-02-2025,10:48:26 PM,106,online,Swiggy,Banjara Hills,3,complete
840,373,30-07-2024,10:23:37 PM,106,online,Zomato,Gachibowli,2,complete
841,373,30-07-2024,10:23:37 PM,111,online,Zomato,Gachibowli,1,complete
842,374,07-08-2025,08:08:07 PM,124,online,Zomato,Charminar,1,complete
843,375,27-09-2025,12:53:39 PM,117,cash,local,Gachibowli,1,complete
844,376,08-04-2024,06:08:05 PM,115,online,local,Mehdipatnam,2,complete
845,377,29-02-2024,03:08:58 PM,118,cash,local,Charminar,1,complete
846,377,29-02-2024,03:08:58 PM,123,cash,local,Charminar,2,complete
847,377,29-02-2024,03:08:58 PM,132,cash,local,Charminar,1,complete
848,377,29-02-2024,03:08:58 PM,123,cash,local,Charminar,2,complete
849,377,29-02-2024,03:08:58 PM,106,cash,local,Charminar,1,complete
850,378,27-06-2025,07:18:01 PM,114,online,local,Attapur,4,complete
851,378,27-06-2025,07:18:01 PM,129,online,local,Attapur,3,complete
852,379,13-09-2025,05:08:17 PM,121,online,Swiggy,Attapur,3,complete
853,379,13-09-2025,05:08:17 PM,129,online,Swiggy,Attapur,1,complete
854,380,23-06-2025,02:36:58 PM,120,online,Swiggy,Attapur,1,complete
855,380,23-06-2025,02:36:58 PM,121,online,Swiggy,Attapur,2,complete
856,380,23-06-2025,02:36:58 PM,108,online,Swiggy,Attapur,3,complete
857,381,20-09-2025,09:34:10 PM,128,online,Zomato,Gachibowli,1,complete
858,381,20-09-2025,09:34:10 PM,121,online,Zomato,Gachibowli,1,complete
859,382,20-07-2025,07:11:05 AM,132,online,Swiggy,Attapur,3,cancelled
860,382,20-07-2025,07:11:05 AM,105,online,Swiggy,Attapur,2,cancelled
861,382,20-07-2025,07:11:05 AM,102,online,Swiggy,Attapur,2,cancelled
862,382,20-07-2025,07:11:05 AM,128,online,Swiggy,Attapur,1,cancelled
863,382,20-07-2025,07:11:05 AM,106,online,Swiggy,Attapur,1,cancelled
864,383,02-01-2024,10:10:49 PM,129,online,Swiggy,Mehdipatnam,1,cancelled
865,383,02-01-2024,10:10:49 PM,129,online,Swiggy,Mehdipatnam,1,cancelled
866,383,02-01-2024,10:10:49 PM,107,online,Swiggy,Mehdipatnam,3,cancelled
867,384,31-12-2025,01:51:45 PM,106,online,local,Attapur,2,complete
868,384,31-12-2025,01:51:45 PM,106,online,local,Attapur,2,complete
869,385,04-01-2025,07:29:25 PM,106,online,Zomato,Attapur,1,complete
870,385,04-01-2025,07:29:25 PM,120,online,Zomato,Attapur,2,complete
871,386,13-08-2024,12:43:49 PM,114,online,Zomato,Banjara Hills,1,complete
872,386,13-08-2024,12:43:49 PM,117,online,Zomato,Banjara Hills,1,complete
873,386,13-08-2024,12:43:49 PM,131,online,Zomato,Banjara Hills,1,complete
874,386,13-08-2024,12:43:49 PM,111,online,Zomato,Banjara Hills,4,complete
875,386,13-08-2024,12:43:49 PM,107,online,Zomato,Banjara Hills,3,complete
876,386,13-08-2024,12:43:49 PM,112,online,Zomato,Banjara Hills,1,complete
877,387,11-10-2025,10:25:34 AM,101,online,Swiggy,Charminar,3,cancelled
878,387,11-10-2025,10:25:34 AM,128,online,Swiggy,Charminar,1,cancelled
879,387,11-10-2025,10:25:34 AM,101,online,Swiggy,Charminar,2,cancelled
880,388,10-08-2024,10:59:19 PM,128,online,local,Banjara Hills,4,complete
881,388,10-08-2024,10:59:19 PM,115,online,local,Banjara Hills,2,complete
882,388,10-08-2024,10:59:19 PM,118,online,local,Banjara Hills,1,complete
883,388,10-08-2024,10:59:19 PM,132,online,local,Banjara Hills,1,complete
884,388,10-08-2024,10:59:19 PM,129,online,local,Banjara Hills,2,complete
885,389,14-07-2024,09:51:31 PM,122,online,Zomato,Attapur,1,cancelled
886,390,05-09-2025,04:42:55 PM,118,online,Swiggy,Gachibowli,1,complete
887,390,05-09-2025,04:42:55 PM,114,online,Swiggy,Gachibowli,3,complete
888,390,05-09-2025,04:42:55 PM,115,online,Swiggy,Gachibowli,2,complete
889,390,05-09-2025,04:42:55 PM,110,online,Swiggy,Gachibowli,1,complete
890,391,25-02-2025,02:02:09 PM,106,online,Swiggy,Mehdipatnam,3,complete
891,391,25-02-2025,02:02:09 PM,111,online,Swiggy,Mehdipatnam,1,complete
892,392,26-02-2025,06:44:41 PM,122,cash,local,Charminar,2,complete
893,393,16-01-2025,04:04:45 PM,115,online,Zomato,Banjara Hills,2,complete
894,393,16-01-2025,04:04:45 PM,132,online,Zomato,Banjara Hills,4,complete
895,394,29-10-2024,12:56:27 AM,125,online,Zomato,Banjara Hills,3,complete
896,394,29-10-2024,12:56:27 AM,129,online,Zomato,Banjara Hills,1,complete
897,394,29-10-2024,12:56:27 AM,120,online,Zomato,Banjara Hills,3,complete
898,395,20-08-2024,12:08:30 AM,106,online,Swiggy,Banjara Hills,1,complete
899,396,27-11-2025,01:24:05 PM,131,cash,local,Charminar,3,complete
900,396,27-11-2025,01:24:05 PM,127,cash,local,Charminar,1,complete
901,397,18-04-2025,01:29:59 AM,117,online,Zomato,Mehdipatnam,1,complete
902,397,18-04-2025,01:29:59 AM,131,online,Zomato,Mehdipatnam,2,complete
903,397,18-04-2025,01:29:59 AM,111,online,Zomato,Mehdipatnam,1,complete
904,397,18-04-2025,01:29:59 AM,106,online,Zomato,Mehdipatnam,1,complete
905,398,18-07-2024,10:05:00 PM,107,online,Swiggy,Banjara Hills,2,refunded
906,399,03-04-2024,08:21:27 PM,121,cash,local,Charminar,2,complete
907,399,03-04-2024,08:21:27 PM,127,cash,local,Charminar,4,complete
908,400,13-05-2025,06:17:53 PM,107,online,Zomato,Mehdipatnam,1,complete
909,400,13-05-2025,06:17:53 PM,131,online,Zomato,Mehdipatnam,1,complete
910,401,31-03-2025,06:03:13 PM,116,online,Zomato,Gachibowli,1,complete
911,402,20-01-2025,05:38:01 PM,120,cash,local,Banjara Hills,1,complete
912,402,20-01-2025,05:38:01 PM,120,cash,local,Banjara Hills,2,complete
913,402,20-01-2025,05:38:01 PM,128,cash,local,Banjara Hills,2,complete
914,402,20-01-2025,05:38:01 PM,106,cash,local,Banjara Hills,2,complete
915,403,27-02-2025,01:40:30 PM,117,online,Zomato,Gachibowli,2,complete
916,403,27-02-2025,01:40:30 PM,132,online,Zomato,Gachibowli,2,complete
917,403,27-02-2025,01:40:30 PM,124,online,Zomato,Gachibowli,1,complete
918,404,25-10-2025,03:23:57 PM,106,online,Swiggy,Banjara Hills,2,complete
919,405,19-08-2024,08:08:00 PM,113,online,Swiggy,Banjara Hills,2,complete
920,405,19-08-2024,08:08:00 PM,128,online,Swiggy,Banjara Hills,2,complete
921,405,19-08-2024,08:08:00 PM,120,online,Swiggy,Banjara Hills,4,complete
922,405,19-08-2024,08:08:00 PM,129,online,Swiggy,Banjara Hills,2,complete
923,405,19-08-2024,08:08:00 PM,118,online,Swiggy,Banjara Hills,1,complete
924,405,19-08-2024,08:08:00 PM,115,online,Swiggy,Banjara Hills,2,complete
925,406,17-11-2025,08:13:00 PM,124,cash,local,Charminar,5,complete
926,406,17-11-2025,08:13:00 PM,106,cash,local,Charminar,2,complete
927,406,17-11-2025,08:13:00 PM,121,cash,local,Charminar,2,complete
928,406,17-11-2025,08:13:00 PM,112,cash,local,Charminar,1,complete
929,407,03-05-2025,10:19:36 AM,125,online,Swiggy,Attapur,2,complete
930,408,14-11-2025,01:50:20 AM,123,cash,local,Charminar,1,complete
931,408,14-11-2025,01:50:20 AM,121,cash,local,Charminar,1,complete
932,408,14-11-2025,01:50:20 AM,107,cash,local,Charminar,1,complete
933,408,14-11-2025,01:50:20 AM,128,cash,local,Charminar,3,complete
934,409,16-12-2025,08:35:16 AM,126,online,Swiggy,Mehdipatnam,1,complete
935,410,13-09-2025,09:11:11 PM,117,online,Swiggy,Mehdipatnam,3,complete
936,410,13-09-2025,09:11:11 PM,106,online,Swiggy,Mehdipatnam,2,complete
937,410,13-09-2025,09:11:11 PM,118,online,Swiggy,Mehdipatnam,1,complete
938,410,13-09-2025,09:11:11 PM,128,online,Swiggy,Mehdipatnam,1,complete
939,410,13-09-2025,09:11:11 PM,106,online,Swiggy,Mehdipatnam,1,complete
940,410,13-09-2025,09:11:11 PM,113,online,Swiggy,Mehdipatnam,2,complete
941,411,19-07-2025,07:03:52 AM,129,online,Swiggy,Gachibowli,1,complete
942,411,19-07-2025,07:03:52 AM,104,online,Swiggy,Gachibowli,2,complete
943,411,19-07-2025,07:03:52 AM,105,online,Swiggy,Gachibowli,1,complete
944,412,02-06-2025,04:52:21 PM,121,online,Zomato,Mehdipatnam,1,complete
945,412,02-06-2025,04:52:21 PM,128,online,Zomato,Mehdipatnam,1,complete
946,412,02-06-2025,04:52:21 PM,130,online,Zomato,Mehdipatnam,2,complete
947,413,29-10-2024,02:02:00 PM,122,online,Zomato,Charminar,2,complete
948,414,10-01-2025,07:09:56 PM,114,online,Zomato,Mehdipatnam,1,complete
949,414,10-01-2025,07:09:56 PM,111,online,Zomato,Mehdipatnam,1,complete
950,414,10-01-2025,07:09:56 PM,108,online,Zomato,Mehdipatnam,1,complete
951,414,10-01-2025,07:09:56 PM,129,online,Zomato,Mehdipatnam,2,complete
952,415,09-08-2025,03:28:27 PM,124,cash,local,Charminar,2,refunded
953,416,24-12-2024,04:29:02 PM,128,online,Swiggy,Charminar,2,refunded
954,417,01-11-2024,09:58:42 AM,109,online,local,Gachibowli,1,complete
955,418,05-03-2025,08:26:38 PM,131,online,Zomato,Attapur,2,complete
956,418,05-03-2025,08:26:38 PM,111,online,Zomato,Attapur,2,complete
957,418,05-03-2025,08:26:38 PM,131,online,Zomato,Attapur,1,complete
958,419,25-05-2025,01:13:55 PM,127,online,Zomato,Banjara Hills,1,complete
959,420,13-02-2025,03:37:40 PM,123,online,Zomato,Mehdipatnam,1,complete
960,420,13-02-2025,03:37:40 PM,128,online,Zomato,Mehdipatnam,1,complete
961,420,13-02-2025,03:37:40 PM,123,online,Zomato,Mehdipatnam,2,complete
962,420,13-02-2025,03:37:40 PM,120,online,Zomato,Mehdipatnam,1,complete
963,421,27-02-2025,07:06:27 AM,132,online,Swiggy,Gachibowli,2,complete
964,421,27-02-2025,07:06:27 AM,102,online,Swiggy,Gachibowli,2,complete
965,421,27-02-2025,07:06:27 AM,102,online,Swiggy,Gachibowli,2,complete
966,422,13-06-2025,02:39:49 PM,117,online,Zomato,Gachibowli,2,complete
967,423,14-03-2025,02:59:05 PM,106,online,Zomato,Banjara Hills,2,complete
968,424,16-09-2025,10:00:35 AM,130,online,Swiggy,Charminar,1,complete
969,425,19-07-2025,12:27:07 PM,115,online,Zomato,Mehdipatnam,2,complete
970,425,19-07-2025,12:27:07 PM,130,online,Zomato,Mehdipatnam,2,complete
971,426,22-10-2025,03:36:22 PM,106,online,Swiggy,Charminar,3,complete
972,426,22-10-2025,03:36:22 PM,106,online,Swiggy,Charminar,2,complete
973,426,22-10-2025,03:36:22 PM,117,online,Swiggy,Charminar,1,complete
974,427,11-04-2024,06:13:35 PM,120,online,Zomato,Gachibowli,1,refunded
975,428,30-04-2024,07:10:45 PM,130,online,Zomato,Mehdipatnam,3,complete
976,428,30-04-2024,07:10:45 PM,110,online,Zomato,Mehdipatnam,2,complete
977,428,30-04-2024,07:10:45 PM,112,online,Zomato,Mehdipatnam,1,complete
978,428,30-04-2024,07:10:45 PM,111,online,Zomato,Mehdipatnam,2,complete
979,429,23-04-2024,07:45:48 AM,118,cash,local,Mehdipatnam,1,complete
980,430,21-08-2025,12:12:06 AM,106,online,local,Mehdipatnam,1,complete
981,430,21-08-2025,12:12:06 AM,124,online,local,Mehdipatnam,1,complete
982,430,21-08-2025,12:12:06 AM,119,online,local,Mehdipatnam,2,complete
983,431,08-09-2024,08:43:37 PM,124,cash,local,Banjara Hills,2,complete
984,431,08-09-2024,08:43:37 PM,132,cash,local,Banjara Hills,3,complete
985,431,08-09-2024,08:43:37 PM,107,cash,local,Banjara Hills,2,complete
986,431,08-09-2024,08:43:37 PM,112,cash,local,Banjara Hills,2,complete
987,431,08-09-2024,08:43:37 PM,112,cash,local,Banjara Hills,3,complete
988,432,21-07-2025,10:22:56 PM,121,online,Zomato,Gachibowli,5,complete
989,432,21-07-2025,10:22:56 PM,115,online,Zomato,Gachibowli,1,complete
990,432,21-07-2025,10:22:56 PM,107,online,Zomato,Gachibowli,2,complete
991,433,15-12-2025,10:05:56 PM,107,online,Swiggy,Banjara Hills,1,complete
992,433,15-12-2025,10:05:56 PM,108,online,Swiggy,Banjara Hills,1,complete
993,433,15-12-2025,10:05:56 PM,107,online,Swiggy,Banjara Hills,3,complete
994,434,14-09-2025,09:30:00 AM,102,cash,local,Charminar,1,complete
995,434,14-09-2025,09:30:00 AM,102,cash,local,Charminar,5,complete
996,434,14-09-2025,09:30:00 AM,114,cash,local,Charminar,1,complete
997,434,14-09-2025,09:30:00 AM,124,cash,local,Charminar,2,complete
998,435,14-09-2025,09:46:32 PM,107,online,local,Gachibowli,1,complete
999,436,18-02-2025,03:58:58 PM,118,online,Swiggy,Banjara Hills,1,complete
1000,437,29-10-2025,03:55:09 PM,108,online,Swiggy,Banjara Hills,3,complete
